analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
1070	ukb-b-2975	ukb-b-2975	Cabbage/kale intake	Cabbage/kale intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-2975.vcf.gz				262089273	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1071	ukb-b-298	ukb-b-298	Frequency of stair climbing in last 4 weeks	Frequency of stair climbing in last 4 weeks			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-298.vcf.gz				301598041	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	458309			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1072	ukb-b-2988	ukb-b-2988	Number of fluid intelligence questions attempted within time limit	Number of fluid intelligence questions attempted within time limit			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-2988.vcf.gz				283866536	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	149051			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1073	ukb-b-2993	ukb-b-2993	Duration of light DIY	Duration of light DIY			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-2993.vcf.gz				292547952	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	227090			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1074	ukb-b-3000	ukb-b-3000	Latte intake	Latte intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3000.vcf.gz				262090608	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64944			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1075	ukb-b-3005	ukb-b-3005	Operation code: arthroscopy nos	Operation code: arthroscopy nos			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3005.vcf.gz				179807995	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	10097	452836	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1076	ukb-b-301	ukb-b-301	Operation code: foot surgery	Operation code: foot surgery			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-301.vcf.gz				174749759	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	9044	453889	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1077	ukb-b-3016	ukb-b-3016	Years since last breast cancer screening / mammogram	Years since last breast cancer screening / mammogram			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3016.vcf.gz				283859303	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	149403			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1078	ukb-b-3018	ukb-b-3018	Age at death	Age at death			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3018.vcf.gz				182402985	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	11856			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1079	ukb-b-3022	ukb-b-3022	Prune intake	Prune intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3022.vcf.gz				261918441	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1080	ukb-b-3027	ukb-b-3027	Diagnoses - secondary ICD10: K31.7 Polyp of stomach and duodenum	Diagnoses - secondary ICD10: K31.7 Polyp of stomach and duodenum			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3027.vcf.gz				57891357	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1233	461777	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1081	ukb-b-3035	ukb-b-3035	Operative procedures - main OPCS: E36.9 Unspecified diagnostic endoscopic examination of larynx	Operative procedures - main OPCS: E36.9 Unspecified diagnostic endoscopic examination of larynx			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3035.vcf.gz				57764579	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1231	461779	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1082	ukb-b-3044	ukb-b-3044	Non-cancer illness code, self-reported: colitis/not crohns or ulcerative colitis	Non-cancer illness code, self-reported: colitis/not crohns or ulcerative colitis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3044.vcf.gz				55114735	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	1193	461740	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1083	ukb-b-3055	ukb-b-3055	Other vegetables intake	Other vegetables intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3055.vcf.gz				262085555	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1084	ukb-b-3073	ukb-b-3073	Operative procedures - secondary OPCS: U21.2 Computed tomography NEC	Operative procedures - secondary OPCS: U21.2 Computed tomography NEC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3073.vcf.gz				109526770	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	2536	460474	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1085	ukb-b-3083	ukb-b-3083	Operation code: mastectomy	Operation code: mastectomy			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3083.vcf.gz				143871722	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	4735	458198	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1086	ukb-b-309	ukb-b-309	Types of spread used on bread/crackers: Low fat dairy spread on bread/crackers	Types of spread used on bread/crackers: Low fat dairy spread on bread/crackers			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-309.vcf.gz				75190077	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	64949	1515	63434	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1087	ukb-b-3095	ukb-b-3095	Diagnoses - main ICD10: H25.1 Senile nuclear cataract	Diagnoses - main ICD10: H25.1 Senile nuclear cataract			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3095.vcf.gz				93011561	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1960	461050	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1088	ukb-b-311	ukb-b-311	White wine intake	White wine intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-311.vcf.gz				261894556	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1089	ukb-b-3114	ukb-b-3114	Operative procedures - secondary OPCS: Y21.8 Other specified cytology of organ NOC	Operative procedures - secondary OPCS: Y21.8 Other specified cytology of organ NOC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3114.vcf.gz				66051614	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1361	461649	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1090	ukb-b-3115	ukb-b-3115	Diagnoses - secondary ICD10: Y83.2 Surgical operation with anastomosis, bypass or graft	Diagnoses - secondary ICD10: Y83.2 Surgical operation with anastomosis, bypass or graft			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3115.vcf.gz				68895733	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1411	461599	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1091	ukb-b-3132	ukb-b-3132	Operation code: eye surgery	Operation code: eye surgery			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3132.vcf.gz				139443536	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	4337	458596	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1092	ukb-b-3135	ukb-b-3135	PCT where patients GP was registered: WESTERN CHESHIRE PCT	PCT where patients GP was registered: WESTERN CHESHIRE PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3135.vcf.gz				49750789	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1123	461887	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1093	ukb-b-3143	ukb-b-3143	Intake of artificial sweetener added to cereal	Intake of artificial sweetener added to cereal			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3143.vcf.gz				261809747	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1094	ukb-b-3145	ukb-b-3145	Diagnoses - main ICD10: C44.5 Skin of trunk	Diagnoses - main ICD10: C44.5 Skin of trunk			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3145.vcf.gz				54508612	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1185	461825	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1095	ukb-b-3169	ukb-b-3169	Number of vehicles in household	Number of vehicles in household			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3169.vcf.gz				301493807	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	459696			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1096	ukb-b-3188	ukb-b-3188	3mm weak meridian angle (left)	3mm weak meridian angle (left)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3188.vcf.gz				274122198	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	95998			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1097	ukb-b-319	ukb-b-319	Types of spread used on bread/crackers: Polyunsaturated margarine on bread/crackers	Types of spread used on bread/crackers: Polyunsaturated margarine on bread/crackers			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-319.vcf.gz				191391068	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	64949	13693	51256	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1098	ukb-b-3193	ukb-b-3193	Bap intake	Bap intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3193.vcf.gz				262040031	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1099	ukb-b-3196	ukb-b-3196	Leg pain when walking uphill or hurrying	Leg pain when walking uphill or hurrying			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3196.vcf.gz				213547362	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	32192	22350	9842	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1100	ukb-b-3211	ukb-b-3211	Operative procedures - main OPCS: H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope	Operative procedures - main OPCS: H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3211.vcf.gz				203832844	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	17350	445660	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1101	ukb-b-3217	ukb-b-3217	PCT responsible for patient data: SUTTON AND MERTON PCT	PCT responsible for patient data: SUTTON AND MERTON PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3217.vcf.gz				102556744	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	2264	460746	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1102	ukb-b-3229	ukb-b-3229	Diagnoses - secondary ICD10: D70 Agranulocytosis	Diagnoses - secondary ICD10: D70 Agranulocytosis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3229.vcf.gz				48568737	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	1108	461902	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1103	ukb-b-323	ukb-b-323	Illnesses of father: Alzheimer's disease/dementia	Illnesses of father: Alzheimer's disease/dementia			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-323.vcf.gz				208314933	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	399793	19255	380538	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1104	ukb-b-3241	ukb-b-3241	Main speciality of consultant (recoded): Endocrinology	Main speciality of consultant (recoded): Endocrinology			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3241.vcf.gz				91917075	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	461106	1929	459177	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1105	ukb-b-3255	ukb-b-3255	Treatment speciality of consultant (recoded): Upper gastrointestinal surgery	Treatment speciality of consultant (recoded): Upper gastrointestinal surgery			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3255.vcf.gz				74067662	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	443989	1508	442481	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1106	ukb-b-3258	ukb-b-3258	Number of attempts	Number of attempts			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3258.vcf.gz				284915344	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	152605			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1107	ukb-b-3273	ukb-b-3273	Treatment speciality of consultant (recoded): Pain management	Treatment speciality of consultant (recoded): Pain management			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3273.vcf.gz				135939000	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	444727	4050	440677	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1108	ukb-b-3278	ukb-b-3278	Length of menstrual cycle	Length of menstrual cycle			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3278.vcf.gz				242977868	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	43125			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1109	ukb-b-328	ukb-b-328	PCT responsible for patient data: OXFORDSHIRE PCT	PCT responsible for patient data: OXFORDSHIRE PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-328.vcf.gz				157981290	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	6300	456710	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1110	ukb-b-3291	ukb-b-3291	Standard tea intake	Standard tea intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3291.vcf.gz				260546537	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1111	ukb-b-3304	ukb-b-3304	Friendships satisfaction	Friendships satisfaction			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3304.vcf.gz				284784527	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	151232			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1112	ukb-b-3337	ukb-b-3337	Treatment/medication code: nasonex 0.05% aqueous nasal spray	Treatment/medication code: nasonex 0.05% aqueous nasal spray			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3337.vcf.gz				103927452	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	2316	460617	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1113	ukb-b-3355	ukb-b-3355	Diagnoses - main ICD10: D50.9 Iron deficiency anaemia, unspecified	Diagnoses - main ICD10: D50.9 Iron deficiency anaemia, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3355.vcf.gz				96549762	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	463010	2066	460944	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1114	ukb-b-3357	ukb-b-3357	Birth weight of first child	Birth weight of first child			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3357.vcf.gz				290380131	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	200272			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1115	ukb-b-337	ukb-b-337	Pure fruit/vegetable juice intake	Pure fruit/vegetable juice intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-337.vcf.gz				262221529	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	64949			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1116	ukb-b-3370	ukb-b-3370	Operation code: breast cyst/abscess removal	Operation code: breast cyst/abscess removal			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3370.vcf.gz				140601004	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	4436	458497	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1117	ukb-b-3376	ukb-b-3376	Number of measurements made	Number of measurements made			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3376.vcf.gz				301815460	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	421986			ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1118	ukb-b-338	ukb-b-338	Sex of baby: Female	Sex of baby: Female			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-338.vcf.gz				180307015	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	13527	10605	2922	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
1119	ukb-b-3380	ukb-b-3380	Treatment/medication code: pravastatin	Treatment/medication code: pravastatin			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-3380.vcf.gz				100913240	GRCh37	UK Biobank terms of access			MRC-IEU	Ben Elsworth	European	EUR	source_trusted_no_af	sd		declared_standardised	sd	case_control	analysis_level	462933	2208	460725	ukb-b	UK Biobank GWAS-VCF collection (batch ukb-b)	
