analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
742	GCST90200363	GCST90200363	Choline phosphate levels	Choline phosphate levels	choline phosphate measurement	EFO:0800617	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200363_GCST90200363.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200363/harmonised/GCST90200363.h.tsv.gz		GCST90200363_GCST90200363.filtered.tsv.gz	67d6b2b41df4967ec5c03d9b3aff2298b14d40cf1d6f2ed0bd65713ebb0643f4	sha256	887151	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.988542168647181	estimated_from_source_maf	sd	total	analysis_level	8245	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
743	GCST90200364	GCST90200364	Cysteinylglycine levels	Cysteinylglycine levels	cysteinylglycine measurement	EFO:0800133	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200364_GCST90200364.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200364/harmonised/GCST90200364.h.tsv.gz		GCST90200364_GCST90200364.filtered.tsv.gz	4103a559a148a063a2c0f5f4b94e224bfdf28bf56a8556e5453b2dbb9f718833	sha256	1183562	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.979711089529892	estimated_from_source_maf	sd	total	analysis_level	8214	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
744	GCST90200365	GCST90200365	Phenylpyruvate levels	Phenylpyruvate levels	phenylpyruvate measurement	EFO:0800132	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200365_GCST90200365.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200365/harmonised/GCST90200365.h.tsv.gz		GCST90200365_GCST90200365.filtered.tsv.gz	419099d77990d3bdfa45d340df754aabb6bea58acfdcef1150d2bd8b68922b1a	sha256	1126355	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.965491154344614	estimated_from_source_maf	sd	total	analysis_level	8241	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
745	GCST90200366	GCST90200366	Creatinine levels	Creatinine levels	serum creatinine amount	OBA:2050096	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200366_GCST90200366.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200366/harmonised/GCST90200366.h.tsv.gz		GCST90200366_GCST90200366.filtered.tsv.gz	01b10119e9447c42760d02e1ab692d0066d27450e3c8a3174a2604e4da5391a5	sha256	493416	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.855888606112517	estimated_from_source_maf	sd	total	analysis_level	8239	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
746	GCST90200367	GCST90200367	3-Hydroxybutyrate levels	3-Hydroxybutyrate levels	3-hydroxybutyrate measurement	EFO:0010982	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200367_GCST90200367.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200367/harmonised/GCST90200367.h.tsv.gz		GCST90200367_GCST90200367.filtered.tsv.gz	c08347d77894dda8caff09a1cf368d55ea4d143c217eab00668f20df2c0b8d7a	sha256	231992	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.988945824907512	estimated_from_source_maf	sd	total	analysis_level	8292	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
747	GCST90200368	GCST90200368	Cholesterol levels	Cholesterol levels	total cholesterol measurement	EFO:0004574	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200368_GCST90200368.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200368/harmonised/GCST90200368.h.tsv.gz		GCST90200368_GCST90200368.filtered.tsv.gz	2b4da2fb2a068e633a40968cb94e733f085fc13378f851fed0ae04d322a227a6	sha256	796818	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.967563216284725	estimated_from_source_maf	sd	total	analysis_level	8258	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
748	GCST90200369	GCST90200369	2-hydroxyphenylacetate levels	2-hydroxyphenylacetate levels	2-hydroxyphenylacetate measurement	EFO:0800131	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200369_GCST90200369.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200369/harmonised/GCST90200369.h.tsv.gz		GCST90200369_GCST90200369.filtered.tsv.gz	bd58ddfe7be6c4b5a2077a1b51e665d6bf224bf842024f04d99688901731a03a	sha256	823330	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.950135252803458	estimated_from_source_maf	sd	total	analysis_level	7564	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
749	GCST90200370	GCST90200370	Aspartate levels	Aspartate levels	aspartate measurement	EFO:0010462	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200370_GCST90200370.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200370/harmonised/GCST90200370.h.tsv.gz		GCST90200370_GCST90200370.filtered.tsv.gz	60575827489a952025f70f1314491ec8e5bd9a7d87726f462c5106d3d7ea06db	sha256	1339915	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.95683472587931	estimated_from_source_maf	sd	total	analysis_level	8253	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
750	GCST90200371	GCST90200371	3-(4-hydroxyphenyl)lactate levels	3-(4-hydroxyphenyl)lactate levels	3- 4-hydroxyphenyl lactate measurement	EFO:0021008	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200371_GCST90200371.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200371/harmonised/GCST90200371.h.tsv.gz		GCST90200371_GCST90200371.filtered.tsv.gz	94d0e0e900ec4aa18370ebc685198f794748b1c1b6c5ce495d15268e3a20a770	sha256	860556	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.941192769126889	estimated_from_source_maf	sd	total	analysis_level	8259	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
751	GCST90200372	GCST90200372	Arginine levels	Arginine levels	arginine measurement	EFO:0020990	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200372_GCST90200372.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200372/harmonised/GCST90200372.h.tsv.gz		GCST90200372_GCST90200372.filtered.tsv.gz	d169d6a2263f789485c22f2cf5529159d81a01ad1dc4010e2cbf184fa86d4915	sha256	1094432	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.992581511470957	estimated_from_source_maf	sd	total	analysis_level	8237	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
752	GCST90200373	GCST90200373	Gluconate levels	Gluconate levels	gluconate measurement	EFO:0801064	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200373_GCST90200373.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200373/harmonised/GCST90200373.h.tsv.gz		GCST90200373_GCST90200373.filtered.tsv.gz	de2a248771130ab12538361f205430b23ff77f04893f27ceed8c97af8cd43873	sha256	1045852	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.940587130973418	estimated_from_source_maf	sd	total	analysis_level	8106	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
753	GCST90200374	GCST90200374	Sphinganine levels	Sphinganine levels	sphinganine measurement	EFO:0800619	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200374_GCST90200374.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200374/harmonised/GCST90200374.h.tsv.gz		GCST90200374_GCST90200374.filtered.tsv.gz	23fc23d11fce77690ef5878336937edcec0df5ffada3723180c455d7210c5e69	sha256	493132	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.998261151552669	estimated_from_source_maf	sd	total	analysis_level	7429	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
754	GCST90200375	GCST90200375	Gamma-glutamylglutamate levels	Gamma-glutamylglutamate levels	gamma-glutamylglutamate measurement	EFO:0021137	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200375_GCST90200375.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200375/harmonised/GCST90200375.h.tsv.gz		GCST90200375_GCST90200375.filtered.tsv.gz	83a8eb7f9096a701850a8845e04f9996ec7bcc3d06153b391667713420d874a1	sha256	820339	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.978363367605753	estimated_from_source_maf	sd	total	analysis_level	8244	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
755	GCST90200376	GCST90200376	Flavin adenine dinucleotide (FAD) levels	Flavin adenine dinucleotide (FAD) levels	flavin adenine dinucleotide (FAD) measurement	EFO:0800177	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200376_GCST90200376.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200376/harmonised/GCST90200376.h.tsv.gz		GCST90200376_GCST90200376.filtered.tsv.gz	6f0a7740e6ded7ae39c9db3fb738d744ddb6bdaec0628a19da40bce6bda1e408	sha256	1093111	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.999541589995245	estimated_from_source_maf	sd	total	analysis_level	6257	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
756	GCST90200377	GCST90200377	Histidine levels	Histidine levels	histidine measurement	EFO:0009769	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200377_GCST90200377.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200377/harmonised/GCST90200377.h.tsv.gz		GCST90200377_GCST90200377.filtered.tsv.gz	92d9d609818c4eb7db4ee688586ca52b54484bc81b8a05d4925ba65e9c5b576d	sha256	1236665	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.979203606163974	estimated_from_source_maf	sd	total	analysis_level	8223	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
757	GCST90200378	GCST90200378	Cortisol levels	Cortisol levels	cortisol measurement	EFO:0005843	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200378_GCST90200378.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200378/harmonised/GCST90200378.h.tsv.gz		GCST90200378_GCST90200378.filtered.tsv.gz	ffac79cb2cfc2829accfc451e6a2603ded65f79d9ccd5690a1d3db197c5324b1	sha256	553756	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.98139797783612	estimated_from_source_maf	sd	total	analysis_level	8193	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
758	GCST90200379	GCST90200379	Hypotaurine levels	Hypotaurine levels	hypotaurine measurement	EFO:0021833	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200379_GCST90200379.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200379/harmonised/GCST90200379.h.tsv.gz		GCST90200379_GCST90200379.filtered.tsv.gz	bd332090e9c43df901f796bb317ab8b1ac020a8e15e86108e52587522b23fd19	sha256	1492744	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.944487825531761	estimated_from_source_maf	sd	total	analysis_level	8212	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
759	GCST90200380	GCST90200380	Glutarate (C5-DC) levels	Glutarate (C5-DC) levels	glutarate (C5-DC) measurement	EFO:0800620	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200380_GCST90200380.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200380/harmonised/GCST90200380.h.tsv.gz		GCST90200380_GCST90200380.filtered.tsv.gz	23c71149e6218c8a6f53bd0a51196f8e765e184870f7e3eaf13673ace3230b2f	sha256	771037	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.98584415120121	estimated_from_source_maf	sd	total	analysis_level	7757	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
760	GCST90200381	GCST90200381	S-1-pyrroline-5-carboxylate levels	S-1-pyrroline-5-carboxylate levels	S-1-pyrroline-5-carboxylate measurement	EFO:0800136	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200381_GCST90200381.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200381/harmonised/GCST90200381.h.tsv.gz		GCST90200381_GCST90200381.filtered.tsv.gz	b4dc1b0e60edf8d0f1aaf3b1dd46297b0848df1196b420a5469bac904a84a7eb	sha256	894569	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.998494644934571	estimated_from_source_maf	sd	total	analysis_level	8232	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
761	GCST90200382	GCST90200382	Cystine levels	Cystine levels	cystine measurement	EFO:0800134	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200382_GCST90200382.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200382/harmonised/GCST90200382.h.tsv.gz		GCST90200382_GCST90200382.filtered.tsv.gz	7db6c07512cf8a5cd9268a1fa697e4f2a58418fc205a41e19666ef7f2ddda99e	sha256	790509	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.985669806997317	estimated_from_source_maf	sd	total	analysis_level	8177	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
762	GCST90200383	GCST90200383	Cystathionine levels	Cystathionine levels	cystathionine measurement	EFO:0010474	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200383_GCST90200383.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200383/harmonised/GCST90200383.h.tsv.gz		GCST90200383_GCST90200383.filtered.tsv.gz	91c2cf84b27db381fd03b870086f56191de03b47ae72ffe5081730ad1871493e	sha256	1079351	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.97370124784399	estimated_from_source_maf	sd	total	analysis_level	8014	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
763	GCST90200384	GCST90200384	Guanidinoacetate levels	Guanidinoacetate levels	guanidinoacetate measurement	EFO:0800135	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200384_GCST90200384.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200384/harmonised/GCST90200384.h.tsv.gz		GCST90200384_GCST90200384.filtered.tsv.gz	eb6d5a304e12f6205d7e1602709f7163230c30ec29a74418fed8b08ebbecc83b	sha256	1585653	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.94758563123741	estimated_from_source_maf	sd	total	analysis_level	8238	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
764	GCST90200385	GCST90200385	Sphingosine levels	Sphingosine levels	sphingosine level	OBA:1000970	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200385_GCST90200385.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200385/harmonised/GCST90200385.h.tsv.gz		GCST90200385_GCST90200385.filtered.tsv.gz	6ad7d5305693824f6166c6e08ce22b50631b8e61347785dafd170b780a69d1cc	sha256	496115	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.996156943156409	estimated_from_source_maf	sd	total	analysis_level	7982	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
765	GCST90200386	GCST90200386	Deoxycholate levels	Deoxycholate levels	deoxycholate measurement	EFO:0010475	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200386_GCST90200386.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200386/harmonised/GCST90200386.h.tsv.gz		GCST90200386_GCST90200386.filtered.tsv.gz	a2d86cce8964b960df8dcc483c01453f6dddf0189bd0dae9eb9944f5f7fd2f6a	sha256	1143823	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.993234530717768	estimated_from_source_maf	sd	total	analysis_level	7649	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
766	GCST90200387	GCST90200387	Glycocholate levels	Glycocholate levels	glycocholate measurement	EFO:0010491	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200387_GCST90200387.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200387/harmonised/GCST90200387.h.tsv.gz		GCST90200387_GCST90200387.filtered.tsv.gz	896e250ca80775601533b97a5306cc5d1ff51fd7c72d734b797f5d1c5ba64039	sha256	233169	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.99525535900712	estimated_from_source_maf	sd	total	analysis_level	8247	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
767	GCST90200388	GCST90200388	Palmitoleate (16:1n7) levels	Palmitoleate (16:1n7) levels	palmitoleate 16:1n7 measurement	EFO:0021072	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200388_GCST90200388.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200388/harmonised/GCST90200388.h.tsv.gz		GCST90200388_GCST90200388.filtered.tsv.gz	2cedd4b2d54524c12451aa8adb82b8f1c975fa1f41b0621bc3e0c23d98f10394	sha256	814995	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.931824844282736	estimated_from_source_maf	sd	total	analysis_level	8290	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
