analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_url	source_bundle_id	downloaded_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
2512	GCST90274821	GCST90274821	Monocyte chemoattractant protein-1 levels	Monocyte chemoattractant protein-1 levels	C-C motif chemokine 2 level	OBA:2045327	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274821/harmonised/GCST90274821.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274821/harmonised/GCST90274821.h.tsv.gz		GCST90274821.h.tsv.gz	dbba11fec6c5ca93e7cdce273f11a366b9d53b4031704b80e411fa92f22629e2	sha256	351506164	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08767	estimated_from_source_maf	sd	total	analysis_level	14733				selected_ready_source	
2513	GCST90274822	GCST90274822	Monocyte chemoattractant protein 2 levels	Monocyte chemoattractant protein 2 levels	monocyte chemotactic protein-2 measurement	http://www.ebi.ac.uk/efo/EFO_0010789	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274822/harmonised/GCST90274822.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274822/harmonised/GCST90274822.h.tsv.gz		GCST90274822.h.tsv.gz	335ab7f06df30c903b15fad44f3a61d5c241bc28f211f01de62004755b4e746b	sha256	351604938	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.09725	estimated_from_source_maf	sd	total	analysis_level	14736				selected_ready_source	
2514	GCST90274823	GCST90274823	Monocyte chemoattractant protein-3 levels	Monocyte chemoattractant protein-3 levels	C-C motif chemokine 7 level	OBA:2045338	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274823/harmonised/GCST90274823.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274823/harmonised/GCST90274823.h.tsv.gz		GCST90274823.h.tsv.gz	b1c4bc712c1eb38bed6a41cf8049969de728f63435ced36a5dff444bf115788a	sha256	343548561	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08913	estimated_from_source_maf	sd	total	analysis_level	11783				selected_ready_source	
2515	GCST90274824	GCST90274824	Monocyte chemoattractant protein-4 levels	Monocyte chemoattractant protein-4 levels	C-C motif chemokine 13 level	OBA:2045300	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274824/harmonised/GCST90274824.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274824/harmonised/GCST90274824.h.tsv.gz		GCST90274824.h.tsv.gz	4131f3c0542a6eb475a1af1bcb3fb6895b8f6211e9f2a08d8da9aab20ee43186	sha256	351574082	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08875	estimated_from_source_maf	sd	total	analysis_level	14736				selected_ready_source	
2516	GCST90274825	GCST90274825	Macrophage inflammatory protein 1a levels	Macrophage inflammatory protein 1a levels	C-C motif chemokine 3 level	OBA:2045333	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274825/harmonised/GCST90274825.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274825/harmonised/GCST90274825.h.tsv.gz		GCST90274825.h.tsv.gz	8a46fbf08987da05034f49a5cee1b22185baa642d1880bd773e1dedc7c870f43	sha256	351545665	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08766	estimated_from_source_maf	sd	total	analysis_level	14743				selected_ready_source	
2517	GCST90274826	GCST90274826	Matrix metalloproteinase-1 levels	Matrix metalloproteinase-1 levels	matrix metalloproteinase 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010588	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274826/harmonised/GCST90274826.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274826/harmonised/GCST90274826.h.tsv.gz		GCST90274826.h.tsv.gz	382a8a687cc9dd6eb41f85f14a50e46a7e5b4ba6e0d835b6a5afdc4a50f5a61a	sha256	351638351	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.10178	estimated_from_source_maf	sd	total	analysis_level	14744				selected_ready_source	
2518	GCST90274827	GCST90274827	Matrix metalloproteinase-10 levels	Matrix metalloproteinase-10 levels	matrix metalloproteinase 10 measurement	http://www.ebi.ac.uk/efo/EFO_0010589	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274827/harmonised/GCST90274827.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274827/harmonised/GCST90274827.h.tsv.gz		GCST90274827.h.tsv.gz	a8c8103a4d891efd3ede2514c80d9e7b4e76c8600199012e375e31222a0b4717	sha256	351602608	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.09446	estimated_from_source_maf	sd	total	analysis_level	14744				selected_ready_source	
2519	GCST90274828	GCST90274828	Neurturin levels	Neurturin levels	level of neurturin in blood plasma	OBA:2050334	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274828/harmonised/GCST90274828.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274828/harmonised/GCST90274828.h.tsv.gz		GCST90274828.h.tsv.gz	2bf09cf0e9e39db228c52cef7416b09dd14ebd71db85bf4b1b0bac82fddc4612	sha256	343845527	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.07193	estimated_from_source_maf	sd	total	analysis_level	11791				selected_ready_source	
2520	GCST90274829	GCST90274829	Neurotrophin-3 levels	Neurotrophin-3 levels	neurotrophin-3 measurement	http://www.ebi.ac.uk/efo/EFO_0010791	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274829/harmonised/GCST90274829.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274829/harmonised/GCST90274829.h.tsv.gz		GCST90274829.h.tsv.gz	2f5bc0c783356d8423a78843e2695627348b35700637e89706e360b5875cda2c	sha256	351611886	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08229	estimated_from_source_maf	sd	total	analysis_level	14744				selected_ready_source	
2521	GCST90274830	GCST90274830	Osteoprotegerin levels	Osteoprotegerin levels	tumor necrosis factor receptor superfamily member 11B amount	OBA:2050271	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274830/harmonised/GCST90274830.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274830/harmonised/GCST90274830.h.tsv.gz		GCST90274830.h.tsv.gz	c5f2e8a95074abb6bc0603629e3f38d5a05852ea63f35f602f7da87f93bb35a8	sha256	351227009	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.04421	estimated_from_source_maf	sd	total	analysis_level	14733				selected_ready_source	
2522	GCST90274831	GCST90274831	Oncostatin-M levels	Oncostatin-M levels	oncostatin-M measurement	http://www.ebi.ac.uk/efo/EFO_0010792	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274831/harmonised/GCST90274831.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274831/harmonised/GCST90274831.h.tsv.gz		GCST90274831.h.tsv.gz	0f63c1755d466e1436443bfbe6657ee40bde6b0db5813c464a02fee8034cc322	sha256	351567240	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.09758	estimated_from_source_maf	sd	total	analysis_level	14736				selected_ready_source	
2523	GCST90274832	GCST90274832	Programmed cell death 1 ligand 1 levels	Programmed cell death 1 ligand 1 levels	programmed cell death 1 ligand 1 amount	OBA:2050213	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274832/harmonised/GCST90274832.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274832/harmonised/GCST90274832.h.tsv.gz		GCST90274832.h.tsv.gz	1e9fedc307405a0df652b1941cb5176df739a8f88cc3a244bb1c3653a39f36d3	sha256	351536371	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.07659	estimated_from_source_maf	sd	total	analysis_level	14736				selected_ready_source	
2524	GCST90274833	GCST90274833	Stem cell factor levels	Stem cell factor levels	kit ligand amount	OBA:2050260	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274833/harmonised/GCST90274833.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274833/harmonised/GCST90274833.h.tsv.gz		GCST90274833.h.tsv.gz	369d5104d5c688ab149b5a97224d5039c500b368cc793439c60796f7eceed7b9	sha256	351541737	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.0843	estimated_from_source_maf	sd	total	analysis_level	14736				selected_ready_source	
2525	GCST90274834	GCST90274834	SIR2-like protein 2 levels	SIR2-like protein 2 levels	SIR2-like protein 2 measurement	http://www.ebi.ac.uk/efo/EFO_0010928	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274834/harmonised/GCST90274834.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274834/harmonised/GCST90274834.h.tsv.gz		GCST90274834.h.tsv.gz	fe38705645b00f62fb1e707e236f3302194f7fe223d421d400313cb8e1da3a99	sha256	351559432	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.09232	estimated_from_source_maf	sd	total	analysis_level	14736				selected_ready_source	
2526	GCST90274835	GCST90274835	Signaling lymphocytic activation molecule levels	Signaling lymphocytic activation molecule levels	signaling lymphocytic activation molecule measurement	http://www.ebi.ac.uk/efo/EFO_0803076	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274835/harmonised/GCST90274835.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274835/harmonised/GCST90274835.h.tsv.gz		GCST90274835.h.tsv.gz	3916f1755c608283c063f475b3d1995ccc3bf660f940eb4681f63e8e95ff50a4	sha256	351576505	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.09068	estimated_from_source_maf	sd	total	analysis_level	14734				selected_ready_source	
2527	GCST90274836	GCST90274836	Sulfotransferase 1A1 levels	Sulfotransferase 1A1 levels	sulfotrasferase 1A1 measurement	http://www.ebi.ac.uk/efo/EFO_0010797	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274836/harmonised/GCST90274836.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274836/harmonised/GCST90274836.h.tsv.gz		GCST90274836.h.tsv.gz	a5588fa09addf7f89241ab2be7561980a923eb5bc12c22914cd9d72508dd337e	sha256	343718449	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.10116	estimated_from_source_maf	sd	total	analysis_level	11793				selected_ready_source	
2528	GCST90274837	GCST90274837	STAM binding protein levels	STAM binding protein levels	STAM-binding protein amount	OBA:2050217	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274837/harmonised/GCST90274837.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274837/harmonised/GCST90274837.h.tsv.gz		GCST90274837.h.tsv.gz	f0b687dbf186f01ac0a8de7f2dba6e2bfbfc371edff5eea439fc2c509b640b4f	sha256	351576270	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08348	estimated_from_source_maf	sd	total	analysis_level	14736				selected_ready_source	
2529	GCST90274838	GCST90274838	Transforming growth factor-alpha levels	Transforming growth factor-alpha levels	protransforming growth factor alpha level	OBA:2050153	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274838/harmonised/GCST90274838.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274838/harmonised/GCST90274838.h.tsv.gz		GCST90274838.h.tsv.gz	4ed84d4712b52db2bf880ada28cfe4cae866b43ee2d3e7393f39c9b18a61c337	sha256	351574390	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08878	estimated_from_source_maf	sd	total	analysis_level	14733				selected_ready_source	
2530	GCST90274839	GCST90274839	Tumor necrosis factor levels	Tumor necrosis factor levels	tumor necrosis factor amount	OBA:VT0008752	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274839/harmonised/GCST90274839.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274839/harmonised/GCST90274839.h.tsv.gz		GCST90274839.h.tsv.gz	56c3c86b18a527c06c7408f56b87f000a5f13a59521247f726f24ed6c83b5ef7	sha256	343689725	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08053	estimated_from_source_maf	sd	total	analysis_level	11785				selected_ready_source	
2531	GCST90274840	GCST90274840	TNF-beta levels	TNF-beta levels	lymphotoxin-alpha amount	OBA:2050291	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274840/harmonised/GCST90274840.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274840/harmonised/GCST90274840.h.tsv.gz		GCST90274840.h.tsv.gz	cd72a88312834a3dd7e55d8a550e28e757449d86fb286c5ee2d2416c113028f0	sha256	343771932	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08926	estimated_from_source_maf	sd	total	analysis_level	11792				selected_ready_source	
2532	GCST90274841	GCST90274841	Tumor necrosis factor receptor superfamily member 9 levels	Tumor necrosis factor receptor superfamily member 9 levels	tumor necrosis factor receptor superfamily member 9 amount	OBA:2050228	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274841/harmonised/GCST90274841.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274841/harmonised/GCST90274841.h.tsv.gz		GCST90274841.h.tsv.gz	53c394b23d6d37b857911ceba9b575276fd7b3a12d5cb428c69c05e271733a84	sha256	343726895	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.0824	estimated_from_source_maf	sd	total	analysis_level	11784				selected_ready_source	
2533	GCST90274842	GCST90274842	Tumor necrosis factor ligand superfamily member 14 levels	Tumor necrosis factor ligand superfamily member 14 levels	tumor necrosis factor ligand superfamily member 14 measurement	http://www.ebi.ac.uk/efo/EFO_0010613	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274842/harmonised/GCST90274842.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274842/harmonised/GCST90274842.h.tsv.gz		GCST90274842.h.tsv.gz	7d9be525dc511d98f152c8fecec5f4b801cad84a5c6733e708342701862e9413	sha256	343767684	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.09035	estimated_from_source_maf	sd	total	analysis_level	11793				selected_ready_source	
2534	GCST90274843	GCST90274843	TNF-related apoptosis-inducing ligand levels	TNF-related apoptosis-inducing ligand levels	TNF-related apoptosis-inducing ligand measurement	http://www.ebi.ac.uk/efo/EFO_0008300	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274843/harmonised/GCST90274843.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274843/harmonised/GCST90274843.h.tsv.gz		GCST90274843.h.tsv.gz	685ae2e0356fdea58f40e00eb04ece5c0a3b148ea6fbfa66e5ccabc327d2dd01	sha256	351615278	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08463	estimated_from_source_maf	sd	total	analysis_level	14735				selected_ready_source	
2535	GCST90274844	GCST90274844	TNF-related activation-induced cytokine levels	TNF-related activation-induced cytokine levels	TNF-related activation-induced cytokine measurement	http://www.ebi.ac.uk/efo/EFO_0010929	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274844/harmonised/GCST90274844.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274844/harmonised/GCST90274844.h.tsv.gz		GCST90274844.h.tsv.gz	01f8cc8fdc79cc595c22054401a1811c0e3648cf9507e59bca60ef799c529932	sha256	351535142	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.09029	estimated_from_source_maf	sd	total	analysis_level	14736				selected_ready_source	
2536	GCST90274845	GCST90274845	Thymic stromal lymphopoietin levels	Thymic stromal lymphopoietin levels	thymic stromal lymphopoietin measurement	http://www.ebi.ac.uk/efo/EFO_0020772	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274845/harmonised/GCST90274845.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274845/harmonised/GCST90274845.h.tsv.gz		GCST90274845.h.tsv.gz	ce02857cee313d44c7dcd3ddb8dd2f90e8eb166138de01b38f2576e251f6bcb0	sha256	343760021	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.09254	estimated_from_source_maf	sd	total	analysis_level	11793				selected_ready_source	
2537	GCST90274846	GCST90274846	Tumor necrosis factor ligand superfamily member 12 levels	Tumor necrosis factor ligand superfamily member 12 levels	tumor necrosis factor ligand superfamily member 12 amount	OBA:2050233	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274846/harmonised/GCST90274846.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274846/harmonised/GCST90274846.h.tsv.gz		GCST90274846.h.tsv.gz	95bd73ddf312b9e2138ed175d6f86ceb104fbd4d1dba90e30c2f5943cff9e317	sha256	351606362	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08052	estimated_from_source_maf	sd	total	analysis_level	14736				selected_ready_source	
2538	GCST90274847	GCST90274847	Urokinase-type plasminogen activator levels	Urokinase-type plasminogen activator levels	urokinase-type plasminogen activator measurement	http://www.ebi.ac.uk/efo/EFO_0010803	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274847/harmonised/GCST90274847.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274847/harmonised/GCST90274847.h.tsv.gz		GCST90274847.h.tsv.gz	08384f4a2d814a878b3d022c10649754186486c0ca14034f25ef107590e5d1a0	sha256	351846837	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.07952	estimated_from_source_maf	sd	total	analysis_level	14734				selected_ready_source	
2539	GCST90274848	GCST90274848	Vascular endothelial growth factor A levels	Vascular endothelial growth factor A levels	vascular endothelial growth factor A level	OBA:2050131	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90274001-GCST90275000/GCST90274848/harmonised/GCST90274848.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90274001-GCST90275000/GCST90274848/harmonised/GCST90274848.h.tsv.gz		GCST90274848.h.tsv.gz	6a8087a1cb95fc6086ed7024fdb1e665b994bea086868fdbf98b64101e49a039	sha256	351722206	GRCh38	EBI GWAS Catalog terms of use		37563310		Zhao JH	European	EUR	af_assigned	sd	1.08674	estimated_from_source_maf	sd	total	analysis_level	14744				selected_ready_source	
2540	GCST90275041	GCST90275041	Nonalcoholic fatty liver disease	Nonalcoholic fatty liver disease	metabolic dysfunction-associated steatotic liver disease	MONDO:0013209	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90275001-GCST90276000/GCST90275041/harmonised/GCST90275041.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90275001-GCST90276000/GCST90275041/harmonised/GCST90275041.h.tsv.gz		GCST90275041.h.tsv.gz	054c47f8ed69c62232672ed54bbfba9af043c2e6b4943be7882463cc7d981425	sha256	326465898	GRCh38	EBI GWAS Catalog terms of use		37235137		Sun Z	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	32941	6623	26318		selected_ready_source	
2541	GCST90275044	GCST90275044	Nonalcoholic fatty liver disease in lean individuals (BMI <25)	Nonalcoholic fatty liver disease in lean individuals (BMI <25)	metabolic dysfunction-associated steatotic liver disease	MONDO:0013209	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90275001-GCST90276000/GCST90275044/harmonised/GCST90275044.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90275001-GCST90276000/GCST90275044/harmonised/GCST90275044.h.tsv.gz		GCST90275044.h.tsv.gz	4b5d033414daa5c3d68a9e86ab769a8e8c62e9c98818968f1201ba814beffb67	sha256	325772225	GRCh38	EBI GWAS Catalog terms of use		37235137		Sun Z	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	13614	810	12804		selected_ready_source	
